Date,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,Rating
2019-01-21,462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,Cash,439.32,7.2
2019-01-22,460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,Ewallet,92.04,9.1
2019-01-22,287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,Ewallet,672.03,9.4
2019-01-22,521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,Credit card,196.95,8.7
2019-01-22,563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,Cash,334.86,9.9
2019-01-22,186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,Ewallet,81.51,9.2
2019-01-22,756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.095,106.995,Cash,101.9,6.0
2019-01-22,120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,Credit card,144.3,8.0
2019-01-23,316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,Cash,428.67,5.0
2019-01-23,148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,734.706,Cash,699.72,6.1
2019-01-23,790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,Credit card,54.95,9.3
2019-01-23,213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,Cash,396.36,7.3
2019-01-23,160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,Ewallet,479.75,8.8
2019-01-23,318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,Ewallet,30.61,5.2
2019-01-23,740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,Cash,252.15,9.8
2019-01-23,828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,Credit card,591.18,4.0
2019-01-23,565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,Cash,189.52,7.1
2019-01-23,731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,Credit card,898.0,5.4
2019-01-23,480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,Ewallet,154.0,6.6
2019-01-23,434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,Cash,307.76,7.7
2019-01-23,809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,Cash,232.6,8.4
2019-01-23,767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,Ewallet,502.62,5.4
2019-01-23,604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,Ewallet,89.7,6.8
2019-01-23,219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,Ewallet,83.08,6.4
2019-01-23,477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,Cash,318.08,9.2
2019-01-24,435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,Credit card,693.44,7.2
2019-01-24,510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.404,Ewallet,138.48,4.9
2019-01-24,235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,Ewallet,257.16,5.1
2019-01-24,139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,Credit card,403.0,7.0
2019-01-24,232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.77,10,39.385,827.085,Cash,787.7,6.4
2019-01-24,438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,Ewallet,531.16,8.9
2019-01-24,775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,Ewallet,366.4,8.4
2019-01-24,602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,Ewallet,766.0,6.0
2019-01-24,443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,Cash,60.87,5.5
2019-01-24,789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.643,Cash,279.66,7.2
2019-01-24,778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,Cash,388.96,5.0
2019-01-24,237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,Cash,84.48,7.6
2019-01-24,726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,Ewallet,387.5,4.3
2019-01-25,261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,Credit card,121.92,4.9
2019-01-25,283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,Credit card,339.57,5.2
2019-01-25,730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,Credit card,204.52,4.0
2019-01-25,340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,Cash,160.2,9.7
2019-01-25,307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,Cash,240.04,4.5
2019-01-25,569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,Ewallet,43.74,6.9
2019-01-25,268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,Ewallet,96.11,7.8
2019-01-25,778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,0.7715,16.2015,Credit card,15.43,6.1
2019-01-25,145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,Cash,441.8,9.6
2019-01-25,843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,Cash,74.1,9.2
2019-01-25,191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,Cash,277.34,7.5
2019-01-25,288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,Ewallet,254.61,7.4
2019-01-25,280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,Cash,905.0,8.1
2019-01-25,394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,Cash,631.71,6.7
2019-01-25,824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,Ewallet,274.48,5.7
2019-01-25,888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,Ewallet,236.07,5.9
2019-01-25,856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,Ewallet,159.9,7.5
2019-01-26,881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,Credit card,64.99,4.5
2019-01-26,896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,Cash,21.32,5.9
2019-01-26,308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,Credit card,12.09,8.2
2019-01-26,135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,Cash,157.76,9.1
2019-01-26,539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,Cash,257.7,4.2
2019-01-26,794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,Credit card,66.66,6.4
2019-01-26,847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.542,Ewallet,290.04,6.4
2019-01-26,834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,Cash,361.83,5.5
2019-01-26,836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,Ewallet,624.33,4.0
2019-01-26,641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,Ewallet,102.2,5.7
2019-01-26,258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,Cash,184.25,9.2
2019-01-26,452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,Cash,609.56,5.5
2019-01-26,289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,Cash,162.74,6.5
2019-01-26,316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,Credit card,400.25,9.4
2019-01-26,173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,Cash,379.5,9.7
2019-01-26,225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,44.86,10,22.43,471.03,Ewallet,448.6,8.2
2019-01-26,176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,Ewallet,101.43,7.3
2019-01-27,394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,Ewallet,486.63,9.5
2019-01-27,123-19-1176,A,Yangon,Member,Male,Health and beauty,58.22,8,23.288,489.048,Ewallet,465.76,8.4
2019-01-27,325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,Cash,465.7,7.6
2019-01-27,869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,Credit card,384.64,8.4
2019-01-27,862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,Cash,541.44,6.2
2019-01-27,585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,Ewallet,73.26,9.7
2019-01-27,870-54-3162,A,Yangon,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,Cash,161.25,9.0
2019-01-27,624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,Credit card,490.1,4.2
2019-01-27,595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,Ewallet,379.96,9.3
2019-01-27,534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,Credit card,490.26,8.0
2019-01-27,788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,Ewallet,169.68,9.4
2019-01-27,613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,Cash,143.6,5.4
2019-01-27,633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,Cash,24.06,5.1
2019-01-27,620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,Ewallet,138.8,9.0
2019-01-28,865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,Cash,80.71,8.1
2019-01-28,243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,Credit card,112.62,5.5
2019-01-28,372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,Ewallet,119.1,5.4
2019-01-28,149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,Cash,702.63,4.5
2019-01-28,400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,Cash,647.76,9.3
2019-01-28,430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,Credit card,602.96,8.4
2019-01-28,390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,Credit card,19.15,9.5
2019-01-28,699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,Credit card,793.28,4.2
2019-01-28,342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,Ewallet,260.4,9.9
2019-01-28,593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,Credit card,279.24,5.9
2019-01-28,726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,Ewallet,193.44,9.8
2019-01-28,544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,Cash,214.3,6.2
2019-01-28,211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,Credit card,87.05,4.9
2019-01-28,222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,Credit card,648.99,7.7
2019-01-29,569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,Credit card,88.04,6.6
2019-01-29,110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,Cash,130.48,9.0
2019-01-29,233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,Ewallet,40.35,6.2
2019-01-29,382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,Cash,252.48,8.9
2019-01-29,137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,Ewallet,587.6,9.0
2019-01-29,343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,Cash,266.7,8.6
2019-01-29,746-94-0204,A,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,Credit card,749.16,7.4
2019-01-29,862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,Credit card,504.3,7.7
2019-01-29,606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,Credit card,114.9,6.8
2019-01-29,816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,Cash,139.65,5.9
2019-01-29,800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,Cash,436.85,6.6
2019-01-29,575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,Ewallet,38.6,6.7
2019-01-30,134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,Ewallet,339.36,5.7
2019-01-30,862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499,Credit card,22.38,8.6
2019-01-30,182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,Credit card,94.6,4.0
2019-01-30,804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,Credit card,281.34,5.9
2019-01-30,283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,Ewallet,985.2,4.5
2019-01-30,556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,Cash,22.96,4.3
2019-01-30,416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,Ewallet,485.15,9.3
2019-01-30,664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,Credit card,52.65,5.8
2019-01-30,423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,Ewallet,152.8,6.5
2019-01-31,189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,Ewallet,621.8,6.0
2019-01-31,583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,Ewallet,148.24,9.7
2019-01-31,239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,Ewallet,272.1,6.1
2019-01-31,735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,Ewallet,789.6,8.5
2019-01-31,226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,Cash,213.75,9.5
2019-01-31,286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,Credit card,138.16,6.9
2019-01-31,366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,Credit card,66.35,9.7
2019-01-31,525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,Credit card,721.3,4.2
2019-01-31,834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,Ewallet,172.0,7.6
2019-01-31,525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,Cash,75.82,5.8
2019-01-31,187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,Cash,83.08,4.7
2019-01-31,532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,Cash,479.58,5.5
2019-01-31,522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,Ewallet,410.72,7.6
2019-01-31,457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,Ewallet,790.83,5.6
2019-02-01,551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,Cash,207.63,4.9
2019-02-01,237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,Credit card,727.11,9.5
2019-02-01,358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,Ewallet,524.88,5.1
2019-02-01,105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,Credit card,486.64,8.5
2019-02-01,870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,Credit card,71.15,4.4
2019-02-01,443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,Cash,310.72,8.4
2019-02-02,541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,Cash,527.76,8.4
2019-02-02,418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,Cash,178.92,7.1
2019-02-02,405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,Credit card,431.3,5.5
2019-02-02,717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,Cash,212.94,4.1
2019-02-02,390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.341,Cash,38.42,8.6
2019-02-02,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,Cash,183.82,9.9
2019-02-02,756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,Credit card,166.7,9.5
2019-02-02,420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,Cash,412.16,9.6
2019-02-02,642-32-2990,A,Yangon,Normal,Female,Food and beverages,10.96,10,5.48,115.08,Ewallet,109.6,6.0
2019-02-02,845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,Ewallet,418.95,6.4
2019-02-02,376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,Ewallet,381.68,6.4
2019-02-02,382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,Cash,18.33,4.3
2019-02-02,554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,Cash,112.22,6.3
2019-02-02,376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,Credit card,750.96,8.3
2019-02-03,676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,Ewallet,53.78,4.7
2019-02-03,443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,Ewallet,674.5,4.2
2019-02-03,326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,Cash,639.8,9.5
2019-02-03,585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,Credit card,136.4,8.6
2019-02-03,277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,Credit card,73.97,5.4
2019-02-03,322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,Cash,128.91,9.3
2019-02-03,742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,Cash,727.8,7.3
2019-02-03,347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,Ewallet,495.63,10.0
2019-02-03,718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,Credit card,493.3,9.4
2019-02-03,190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,Credit card,235.8,6.0
2019-02-03,326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,Cash,295.8,6.1
2019-02-03,639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,Cash,202.6,4.5
2019-02-03,430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,Cash,664.16,4.2
2019-02-03,566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,Cash,385.1,5.5
2019-02-04,151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,Credit card,67.77,6.5
2019-02-04,745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,Cash,176.54,8.2
2019-02-04,627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,Ewallet,699.12,9.8
2019-02-04,518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,Ewallet,194.52,7.6
2019-02-04,434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.028,Ewallet,93.36,7.4
2019-02-04,404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,Credit card,522.06,9.0
2019-02-04,695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,Ewallet,215.3,7.7
2019-02-04,268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,Ewallet,124.65,6.0
2019-02-04,198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,Cash,144.08,9.5
2019-02-04,441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,Cash,71.95,7.3
2019-02-04,236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,Ewallet,13.98,9.8
2019-02-05,338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,Cash,686.0,9.1
2019-02-05,324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,Cash,41.78,9.8
2019-02-05,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,Ewallet,138.66,9.7
2019-02-05,307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,Credit card,30.62,4.1
2019-02-05,325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,Ewallet,87.9,6.7
2019-02-05,210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,Credit card,294.63,7.8
2019-02-05,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,Ewallet,225.6,4.8
2019-02-05,479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.629,Ewallet,32.98,4.6
2019-02-05,729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,Ewallet,155.46,8.7
2019-02-05,409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,Cash,283.62,8.8
2019-02-05,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,Credit card,385.38,8.9
2019-02-05,210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,Cash,524.16,9.7
2019-02-06,811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,Credit card,302.7,8.9
2019-02-06,149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,Cash,228.0,6.6
2019-02-06,351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.48,4,2.896,60.816,Ewallet,57.92,4.5
2019-02-06,471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.041,Credit card,52.42,6.3
2019-02-06,727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,Ewallet,180.09,4.1
2019-02-06,595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,Ewallet,387.92,9.4
2019-02-06,258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,Credit card,178.4,6.6
2019-02-06,875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,Ewallet,259.0,8.7
2019-02-06,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,Credit card,224.64,5.9
2019-02-06,857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,Ewallet,229.5,8.2
2019-02-06,373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,Ewallet,179.05,7.9
2019-02-06,183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,Ewallet,397.68,7.5
2019-02-06,512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,Credit card,89.75,6.6
2019-02-07,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,Cash,45.58,9.8
2019-02-07,430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,Cash,276.12,7.1
2019-02-07,641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,Ewallet,260.76,8.5
2019-02-07,214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,Ewallet,98.88,9.9
2019-02-07,114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,Cash,463.28,8.1
2019-02-07,374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,Ewallet,318.55,8.5
2019-02-07,453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,Cash,744.96,6.8
2019-02-07,648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,Ewallet,589.5,8.1
2019-02-07,635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,752.64,Ewallet,716.8,6.6
2019-02-07,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,Credit card,263.76,6.9
2019-02-07,784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,Cash,10.17,5.9
2019-02-07,744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,Cash,172.26,8.2
